,state,pollster_id,pollster,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size_governor,population,population_full,methodology,office_type,ranked_choice_reallocated,answer,candidate_name,candidate_party,pct,president,sample_size_president,yes,no,alternate_answers
481,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1280.0,49.0,45.0,6.0
482,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1280.0,49.0,45.0,6.0
483,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
484,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,53.0,41.0,0.0
485,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,1997.0,52.0,45.0,4.0
486,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,47.0,51.0,0.0
487,,320,Monmouth U.,Monmouth University,215,Monmouth University,4.0,,,,Live Phone,,,,,,,Joe Biden,804.0,48.0,44.0,8.0
488,,320,Monmouth U.,Monmouth University,215,Monmouth University,4.0,,,,Live Phone,,,,,,,Joe Biden,753.0,49.0,44.0,7.0
489,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
490,,1075,Marquette Law School,Marquette Law School,195,Marquette University Law School,3.5,,,,Live Phone,,,,,,,Joe Biden,1010.0,58.0,42.0,0.0
491,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2201.0,54.0,40.0,0.0
492,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,49.0,49.0,0.0
493,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
494,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
495,,1302,Echelon Insights,Echelon Insights,407,Echelon Insights,2.5,,,,Online,,,,,,,Joe Biden,1143.0,55.0,43.0,2.0
496,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
497,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1005.0,54.0,40.0,0.0
498,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,50.0,48.0,0.0
499,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
500,,1416,HarrisX,HarrisX,133,Harris Insights & Analytics,3.3,,,,Online,,,,,,,Joe Biden,949.0,58.0,42.0,0.0
501,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,51.0,48.0,0.0
502,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
503,,169,Gallup,Gallup,112,Gallup,3.3,,,,Live Phone,,,,,,,Joe Biden,1007.0,50.0,45.0,5.0
504,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,50.0,48.0,0.0
505,,23,American Research Group,American Research Group,9,American Research Group,2.3,,,,Live Phone,,,,,,,Joe Biden,1100.0,53.0,43.0,4.0
506,,23,American Research Group,American Research Group,9,American Research Group,2.3,,,,Live Phone,,,,,,,Joe Biden,991.0,54.0,43.0,0.0
507,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,48.0,40.0,12.0
508,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,48.0,40.0,12.0
509,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1272.0,50.0,43.0,7.0
510,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1272.0,50.0,43.0,7.0
511,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,40.0,0.0
512,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,51.0,48.0,0.0
513,,1406,Global Strategy Group/GBAO/Navigator Research,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO (Navigator Research),2.5,,,,Online,,,,,,,Joe Biden,1000.0,52.0,44.0,4.0
514,,1360,AP-NORC,AP-NORC,397,AP-NORC,,,,,Live Phone/Online,,,,,,,Joe Biden,1308.0,59.0,41.0,0.0
515,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,39.0,0.0
516,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15401.0,55.0,40.0,0.0
517,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,1997.0,52.0,44.0,3.0
518,,1575,Léger,Léger,572,Léger,2.5,,,,Online,,,,,,,Joe Biden,1001.0,54.0,45.0,2.0
519,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2199.0,53.0,41.0,0.0
520,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,50.0,48.0,0.0
521,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,39.0,0.0
522,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,2238.0,58.0,42.0,0.0
523,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,2238.0,58.0,42.0,0.0
524,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
525,,425,Sacred Heart University,Sacred Heart University,453,Sacred Heart University,2.5,,,,Online,,,,,,,Joe Biden,1500.0,52.1,35.7,12.2
526,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,39.0,0.0
527,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1005.0,53.0,42.0,0.0
528,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,49.0,49.0,0.0
529,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1715.0,50.0,42.0,8.0
530,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1715.0,50.0,42.0,8.0
531,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,39.0,0.0
532,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,48.0,50.0,0.0
533,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,39.0,0.0
534,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,49.0,49.0,0.0
535,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,47.0,43.0,10.0
536,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,47.0,43.0,10.0
537,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1292.0,49.0,45.0,6.0
538,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1292.0,49.0,45.0,6.0
539,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,4398.0,54.0,39.0,0.0
540,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,39.0,0.0
541,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,1996.0,52.0,45.0,3.0
542,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,49.0,49.0,0.0
543,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,39.0,0.0
544,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,49.0,49.0,0.0
545,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,39.0,0.0
546,,1554,RMG Research,RMG Research,555,RMG Research,2.7,,,,IVR/Online/Text,,,,,,,Joe Biden,1200.0,51.0,41.0,7.0
547,,1690,"Cor Services, Inc.","Cor Services, Inc.",688,"Cor Services, Inc.",,,,,IVR,,,,,,,Joe Biden,518.0,46.0,46.0,7.0
548,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,3995.0,53.0,45.0,3.0
549,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,39.0,0.0
550,,1416,HarrisX,HarrisX,133,Harris Insights & Analytics,3.3,,,,Online,,,,,,,Joe Biden,938.0,59.0,41.0,0.0
551,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
552,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1004.0,52.0,43.0,0.0
553,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
554,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,49.0,49.0,0.0
555,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,49.0,50.0,0.0
556,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
557,,573,Zogby,Zogby Analytics,395,Zogby Interactive/JZ Analytics,2.7,,,,Online,,,,,,,Joe Biden,681.0,60.0,39.0,1.0
558,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,51.0,40.0,10.0
559,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,51.0,40.0,10.0
560,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1281.0,51.0,44.0,5.0
561,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1281.0,51.0,44.0,5.0
562,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,49.0,50.0,0.0
563,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,39.0,0.0
564,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2193.0,56.0,38.0,0.0
565,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,39.0,0.0
566,,1575,Léger,Léger,572,Léger,2.5,,,,Online,,,,,,,Joe Biden,1003.0,56.0,43.0,2.0
567,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,39.0,0.0
568,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,39.0,0.0
569,,228,IBD/TIPP,IBD/TIPP,144,IBD/TIPP,4.3,,,,Online,,,,,,,Joe Biden,1424.0,50.0,37.0,0.0
570,,228,IBD/TIPP,IBD/TIPP,144,IBD/TIPP,4.3,,,,Online,,,,,,,Joe Biden,1145.0,54.0,38.0,0.0
571,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,52.0,39.0,0.0
572,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1004.0,51.0,42.0,0.0
573,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,48.0,50.0,0.0
574,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
575,,1416,HarrisX,HarrisX,133,Harris Insights & Analytics,3.3,,,,Online,,,,,,,Joe Biden,950.0,60.0,40.0,0.0
576,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,48.0,49.0,0.0
577,,11,ABC,ABC News/The Washington Post,3,ABC News/The Washington Post,4.3,,,,Live Phone,,,,,,,Joe Biden,907.0,50.0,42.0,8.0
578,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
579,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,48.0,50.0,0.0
580,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,48.0,43.0,10.0
581,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,48.0,43.0,10.0
582,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1290.0,50.0,46.0,5.0
583,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1290.0,50.0,46.0,5.0
584,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
585,,1205,Marist,Marist College,183,Marist College,4.0,,,,Live Phone,,,,,,,Joe Biden,1115.0,50.0,43.0,7.0
586,,1205,Marist,Marist College,183,Marist College,4.0,,,,Live Phone,,,,,,,Joe Biden,905.0,51.0,44.0,6.0
587,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,1989.0,54.0,43.0,3.0
588,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,49.0,49.0,0.0
589,,1406,Global Strategy Group/GBAO/Navigator Research,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO (Navigator Research),2.5,,,,Online,,,,,,,Joe Biden,1000.0,54.0,43.0,3.0
590,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
591,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,49.0,49.0,0.0
592,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
593,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
594,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
595,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1005.0,53.0,40.0,7.0
596,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1592.0,50.0,43.0,7.0
597,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1592.0,50.0,43.0,7.0
598,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,58.0,38.0,0.0
599,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,51.0,47.0,0.0
600,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
601,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,51.0,47.0,0.0
602,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2082.0,58.0,38.0,0.0
603,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
604,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1753.0,51.0,46.7,2.2
605,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1753.0,51.0,46.7,2.2
606,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,52.0,46.0,0.0
607,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,50.0,40.0,10.0
608,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,50.0,40.0,10.0
609,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1223.0,52.0,44.0,4.0
610,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1223.0,52.0,44.0,4.0
611,,590,Fox News,Fox News,103,Fox News/Beacon Research/Shaw & Co. Research,4.0,,,,Live Phone,,,,,,,Joe Biden,1001.0,56.0,43.0,1.0
612,,1302,Echelon Insights,Echelon Insights,407,Echelon Insights,2.5,,,,Online,,,,,,,Joe Biden,1001.0,55.0,42.0,3.0
613,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,54.0,39.0,0.0
614,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,51.0,47.0,0.0
615,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,54.0,38.0,0.0
616,,927,GQR / Democracy Corps,GQR Research,126,GQR Research (GQRR),3.0,,,,Online,,,,,,,Joe Biden,2000.0,57.0,43.0,0.0
617,,1575,Léger,Léger,572,Léger,2.5,,,,Online,,,,,,,Joe Biden,1001.0,49.0,40.0,11.0
618,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2041.0,54.0,43.0,2.0
619,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,1995.0,58.0,40.0,2.0
620,,23,American Research Group,American Research Group,9,American Research Group,2.3,,,,Live Phone,,,,,,,Joe Biden,1100.0,52.0,43.0,5.0
621,,23,American Research Group,American Research Group,9,American Research Group,2.3,,,,Live Phone,,,,,,,Joe Biden,990.0,52.0,43.0,0.0
622,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,52.0,46.0,0.0
623,,294,McLaughlin,McLaughlin & Associates,203,McLaughlin & Associates,1.5,,,,Online,,,,,,,Joe Biden,1000.0,55.0,44.0,1.0
624,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,38.0,0.0
625,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,2200.0,56.0,38.0,0.0
626,,1516,East Carolina University,East Carolina University,523,East Carolina University,2.5,,,,IVR/Online/Live Phone,,,,,,,Joe Biden,1105.0,47.9,40.9,11.2
627,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
628,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
629,,169,Gallup,Gallup,112,Gallup,3.3,,,,Live Phone,,,,,,,Joe Biden,1012.0,56.0,42.0,2.0
630,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,1002.0,52.0,42.0,6.0
631,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,51.0,48.0,0.0
632,,1508,Harris Poll,Harris Poll,133,Harris Insights & Analytics,3.3,,,,Online,,,,,,,Joe Biden,2006.0,59.0,34.0,7.0
633,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
634,,241,Ipsos,Ipsos,154,Ipsos,2.7,,,,Online,,,,,,,Joe Biden,4420.0,55.0,41.0,5.0
635,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,50.0,48.0,0.0
636,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
637,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,50.0,48.0,0.0
638,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1500.0,48.0,43.0,10.0
639,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1500.0,48.0,43.0,10.0
640,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,McAuliffe,Terry R. McAuliffe,DEM,50.0,Joe Biden,1305.0,48.0,45.0,7.0
641,Virginia,568,YouGov,YouGov,391,YouGov,3.3,1040.0,lv,lv,Online,Governor,False,Youngkin,Glenn Youngkin,REP,47.0,Joe Biden,1305.0,48.0,45.0,7.0
642,,1486,Climate Nexus,Climate Nexus,506,Climate Nexus,,,,,Online,,,,,,,Joe Biden,1525.0,56.0,39.0,5.0
643,,1678,Momentive,Momentive/SurveyMonkey,324,SurveyMonkey,2.0,,,,Online,,,,,,,Joe Biden,2309.0,53.0,42.0,3.0
644,,1189,Morning Consult,Morning Consult,218,Morning Consult,3.0,,,,Online,,,,,,,Joe Biden,15000.0,53.0,39.0,0.0
645,,399,Rasmussen (Pulse Opinion Research),Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,3.0,,,,IVR/Online,,,,,,,Joe Biden,1500.0,49.0,49.0,0.0
646,,1406,Global Strategy Group/GBAO/Navigator Research,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO (Navigator Research),2.5,,,,Online,,,,,,,Joe Biden,1001.0,52.0,44.0,4.0
